country,market_segment_id,distribution_channel_id,deposit_type,agent,days_in_waiting_list,customer_type,Booking_id
DEU,6,3,No Deposit,298,0,Transient-Party,bf26ecc7
PRT,6,3,No Deposit,298,0,Transient-Party,a9c6b51d
PRT,6,3,No Deposit,298,0,Transient-Party,3883dfa4
DEU,6,3,No Deposit,298,0,Transient-Party,2ec021f6
DEU,6,3,No Deposit,298,0,Transient-Party,4dc07435
DEU,6,3,No Deposit,298,0,Transient-Party,02fe9d6f
DEU,6,3,No Deposit,298,0,Transient-Party,8998a82b
PRT,6,3,No Deposit,298,0,Transient-Party,fdd54d0b
PRT,6,3,No Deposit,298,0,Transient-Party,d0966311
DEU,6,3,No Deposit,298,0,Transient,16bcc528
DEU,6,3,No Deposit,298,0,Transient-Party,1ca5efe1
DEU,6,3,No Deposit,298,0,Transient-Party,191f5fe4
DEU,6,3,No Deposit,298,0,Transient,7114d4ca
DEU,6,3,No Deposit,298,0,Transient-Party,faf5a2c0
PRT,6,3,No Deposit,298,0,Transient-Party,a8559467
PRT,3,3,No Deposit,240,0,Transient,a1b1d163
GBR,3,3,No Deposit,240,0,Transient,885930da
BEL,3,3,No Deposit,240,0,Transient,190d4187
PRT,2,2,No Deposit,0,0,Transient,1911a5a5
IRL,3,3,No Deposit,240,0,Transient,4fe39d5f
IRL,3,3,No Deposit,240,0,Transient,5ac3dbb0
PRT,3,3,No Deposit,240,0,Transient,d4754248
PRT,3,3,No Deposit,240,0,Transient,2afa0398
PRT,3,3,No Deposit,240,0,Transient,6a52d0d8
PRT,4,3,No Deposit,71,0,Transient,e8a479db
PRT,3,3,No Deposit,240,0,Transient,cbb6e50f
PRT,3,3,No Deposit,240,0,Transient,e3e3cd25
PRT,3,3,No Deposit,240,0,Transient,13d47a5d
PRT,3,3,No Deposit,240,0,Transient,650336d6
PRT,4,3,No Deposit,71,0,Transient,29100cbb
GBR,4,3,No Deposit,40,0,Transient,e3f2b671
GBR,4,3,No Deposit,40,0,Transient,e6b8366a
GBR,4,3,No Deposit,40,0,Transient,d4068018
GBR,4,3,No Deposit,40,0,Contract,1d6b5285
PRT,3,3,No Deposit,240,0,Transient,792631b9
PRT,3,3,No Deposit,240,0,Transient,a80e566f
GBR,4,3,No Deposit,40,0,Transient,a765541d
GBR,4,3,No Deposit,40,0,Contract,a2fb41a4
PRT,3,3,No Deposit,240,0,Transient,a2e5c58c
PRT,1,1,No Deposit,250,0,Transient,d9db8135
PRT,3,3,No Deposit,314,0,Transient,88175439
PRT,3,3,No Deposit,240,0,Transient,c7a652d7
PRT,2,2,No Deposit,0,0,Transient,358599a1
PRT,2,2,No Deposit,0,0,Transient,67caa3ab
PRT,3,3,No Deposit,240,0,Transient,ad1386e4
GBR,3,3,No Deposit,240,0,Transient,3b683ba6
PRT,3,3,No Deposit,240,0,Transient,86314ea0
PRT,3,3,No Deposit,240,0,Transient,bac00175
FRA,3,3,No Deposit,240,0,Transient,7dba219c
IRL,3,3,No Deposit,240,0,Transient,1d99087c
PRT,3,3,No Deposit,240,0,Transient-Party,29dfc9cb
ESP,3,3,No Deposit,240,0,Transient,bc2d4592
IRL,3,3,No Deposit,240,0,Transient,e1877ae8
PRT,3,3,No Deposit,240,0,Transient,415a7944
IRL,3,3,No Deposit,240,0,Transient,14d2e3c5
GBR,4,3,No Deposit,40,0,Contract,402d8ff6
PRT,1,1,No Deposit,250,0,Transient,bcf5c81e
GBR,4,3,No Deposit,40,0,Contract,8eeba240
PRT,4,3,No Deposit,175,0,Transient,f804d30a
PRT,4,3,No Deposit,40,0,Contract,8ec18b18
PRT,1,1,No Deposit,0,0,Transient,322e735b
PRT,1,1,No Deposit,0,0,Transient,5012dc91
PRT,3,3,No Deposit,240,0,Transient,72dba88c
PRT,3,3,No Deposit,242,0,Transient,76dc6c77
PRT,3,3,No Deposit,240,0,Transient-Party,a986fd74
PRT,3,3,No Deposit,242,0,Transient,20685495
USA,3,3,No Deposit,240,0,Transient,4a4b4079
PRT,1,1,No Deposit,250,0,Transient,2e899415
PRT,3,3,No Deposit,240,0,Transient,b1fe278d
ESP,3,3,No Deposit,240,0,Transient,9bfa1c59
GBR,4,3,No Deposit,40,0,Transient,352ca75c
PRT,3,3,No Deposit,240,0,Transient,4451c210
PRT,3,3,No Deposit,240,0,Transient,0ca00d8e
PRT,3,3,No Deposit,240,0,Transient,2db0e274
IRL,4,3,No Deposit,156,0,Transient,fc458c68
IRL,3,3,No Deposit,240,0,Transient,a451449d
BRA,3,3,No Deposit,240,0,Transient,70ddb68e
PRT,1,1,No Deposit,250,0,Transient,3a47a2e4
PRT,3,3,No Deposit,240,0,Transient,b5ea30ba
PRT,3,3,No Deposit,240,0,Transient,e2643b0c
PRT,3,3,No Deposit,240,0,Transient,9c151e07
PRT,3,3,No Deposit,240,0,Transient,ff89588f
PRT,3,3,No Deposit,240,0,Transient,0c4919fd
PRT,3,3,No Deposit,240,0,Transient,a0a52ef2
PRT,3,3,No Deposit,240,0,Transient,bb0aae4e
GBR,4,3,No Deposit,40,0,Contract,8c737aa6
GBR,3,3,No Deposit,241,0,Transient,df7fb287
PRT,6,3,No Deposit,15,0,Transient-Party,00d98c1a
PRT,3,3,No Deposit,240,0,Transient,58101f04
GBR,3,3,No Deposit,241,0,Transient,cd297fb4
PRT,4,3,No Deposit,314,0,Transient,d8cb4f87
GBR,4,3,No Deposit,40,0,Contract,5980c7f0
PRT,4,3,No Deposit,393,0,Transient-Party,0a259a9c
PRT,4,3,No Deposit,15,0,Transient,612d863c
PRT,4,3,No Deposit,168,0,Transient,c7700b07
PRT,4,3,No Deposit,393,0,Transient-Party,6d9fd01e
PRT,1,1,No Deposit,0,0,Transient,7335ca6d
PRT,1,1,No Deposit,0,0,Transient,2abb77a9
PRT,4,3,No Deposit,171,0,Transient,d23b0e4b
PRT,4,3,No Deposit,15,0,Transient,a03cd3fe
PRT,1,1,No Deposit,250,0,Transient,88022d24
PRT,3,3,No Deposit,242,0,Transient,5fe70849
PRT,3,3,No Deposit,240,0,Transient,f6695f0c
PRT,4,3,No Deposit,147,0,Transient,9e6fe6c8
PRT,1,1,No Deposit,250,0,Transient,5a9c1f54
PRT,3,3,No Deposit,240,0,Transient,289c2182
GBR,4,3,No Deposit,2,0,Contract,c93b8ea9
GBR,4,3,No Deposit,40,0,Contract,4a8d912e
PRT,3,3,No Deposit,240,0,Transient,ea75cee1
PRT,3,3,No Deposit,240,0,Transient,5bb7b235
ESP,3,3,No Deposit,240,0,Transient,1bd82796
GBR,3,3,No Deposit,240,0,Transient,f7f7d765
ESP,3,3,No Deposit,240,0,Transient,fad48a01
IRL,4,3,No Deposit,8,0,Transient,8afd1be8
IRL,3,3,No Deposit,240,0,Transient,03db8312
PRT,3,3,No Deposit,240,0,Transient,e14f87e1
PRT,3,3,No Deposit,240,0,Transient,7bbde578
PRT,3,3,No Deposit,184,0,Transient,40b67026
PRT,3,3,No Deposit,240,0,Transient,22c742c7
FRA,6,3,No Deposit,248,0,Transient-Party,75d7e9ac
PRT,6,3,No Deposit,248,0,Transient-Party,d0a0134b
PRT,6,3,No Deposit,248,0,Transient-Party,9c552c0f
PRT,6,3,No Deposit,248,0,Transient-Party,d19f5bb5
PRT,6,3,No Deposit,248,0,Transient-Party,8d113c54
PRT,6,3,No Deposit,248,0,Transient-Party,a85acce3
PRT,6,3,No Deposit,248,0,Transient-Party,7374a891
PRT,6,3,No Deposit,248,0,Transient-Party,e6981791
PRT,6,3,No Deposit,248,0,Transient-Party,236f08cb
PRT,6,3,No Deposit,248,0,Transient-Party,909fe64a
FRA,6,3,No Deposit,248,0,Transient-Party,5ef7b99f
PRT,6,3,No Deposit,248,0,Transient,428d78c5
PRT,6,3,No Deposit,248,0,Transient-Party,47946b90
PRT,6,3,No Deposit,248,0,Transient-Party,f96d86d6
PRT,6,3,No Deposit,248,0,Transient-Party,6fe852eb
FRA,6,3,No Deposit,248,0,Transient-Party,d9c28cf9
FRA,6,3,No Deposit,248,0,Transient-Party,7011e588
PRT,6,3,No Deposit,248,0,Transient-Party,d3bc6cbd
IRL,3,3,No Deposit,240,0,Transient,008ad69e
PRT,3,3,No Deposit,240,0,Transient,0e674847
IRL,3,3,No Deposit,0,0,Transient,7e1fe5ed
PRT,3,3,No Deposit,240,0,Transient,02c4484e
PRT,4,3,No Deposit,175,0,Transient,4e5ccd0d
PRT,1,1,No Deposit,0,0,Transient-Party,18d678dd
PRT,1,1,No Deposit,405,0,Transient-Party,d4c234a3
PRT,3,3,No Deposit,241,0,Transient,bfbfa618
PRT,4,3,No Deposit,314,0,Transient,6c9f7283
DEU,4,3,No Deposit,314,0,Transient,1fd54f07
PRT,6,3,No Deposit,249,0,Transient-Party,59f8edb1
PRT,6,3,No Deposit,249,0,Transient-Party,bdb3cbae
ARG,3,3,No Deposit,240,0,Transient,2.61E+39
PRT,6,3,No Deposit,249,0,Transient-Party,3da74590
PRT,6,3,No Deposit,249,0,Transient-Party,4e0b42ea
ARG,3,3,No Deposit,240,0,Transient,302d95f6
PRT,2,2,No Deposit,0,0,Transient,6cbb9729
PRT,6,3,No Deposit,249,0,Transient-Party,6e85603a
PRT,6,3,No Deposit,249,0,Transient-Party,9b5b5bc7
PRT,6,3,No Deposit,249,0,Transient-Party,8e908805
PRT,6,3,No Deposit,249,0,Transient-Party,834b7e63
PRT,6,3,No Deposit,249,0,Transient-Party,4d3c181b
PRT,6,3,No Deposit,249,0,Transient-Party,6d58d006
PRT,6,3,No Deposit,249,0,Transient-Party,451e6ce0
GBR,6,3,No Deposit,315,0,Transient-Party,e7d680e4
IRL,6,3,No Deposit,315,0,Transient-Party,ea769f18
GBR,6,3,No Deposit,315,0,Transient-Party,63a83540
GBR,6,3,No Deposit,315,0,Transient-Party,d63554e9
GBR,6,3,No Deposit,315,0,Transient-Party,f1f22704
GBR,6,3,No Deposit,315,0,Transient-Party,f8ec688e
GBR,6,3,No Deposit,315,0,Transient-Party,672eeb44
GBR,6,3,No Deposit,315,0,Transient-Party,aad6e368
GBR,6,3,No Deposit,315,0,Transient-Party,eb6d4a08
GBR,6,3,No Deposit,315,0,Transient-Party,8dd0ab3d
GBR,6,3,No Deposit,315,0,Transient-Party,8b7e31c1
GBR,6,3,No Deposit,315,0,Transient-Party,8cd8801f
PRT,6,3,No Deposit,315,0,Transient-Party,1090e2d8
PRT,6,3,No Deposit,315,0,Transient-Party,8b3befc6
PRT,6,3,No Deposit,315,0,Transient-Party,8c4bf2e9
PRT,6,3,No Deposit,315,0,Transient-Party,37e22816
PRT,6,3,No Deposit,315,0,Transient-Party,47724afe
PRT,6,3,No Deposit,315,0,Transient-Party,7417b375
GBR,6,3,No Deposit,315,0,Transient-Party,f8efe9a4
PRT,6,3,No Deposit,315,0,Transient-Party,69e930b3
PRT,6,3,No Deposit,315,0,Transient-Party,78ec9b71
PRT,6,3,No Deposit,315,0,Transient-Party,9e0fa0ea
PRT,6,3,No Deposit,315,0,Transient-Party,de5098d0
PRT,6,3,No Deposit,315,0,Transient-Party,e96168d7
PRT,6,3,No Deposit,315,0,Transient-Party,ddeaafe3
PRT,6,3,No Deposit,315,0,Transient-Party,0af148c6
PRT,6,3,No Deposit,315,0,Transient-Party,3845ac76
PRT,6,3,No Deposit,315,0,Transient-Party,23a688f2
PRT,6,3,No Deposit,315,0,Transient-Party,5ea7e7c3
PRT,6,3,No Deposit,315,0,Transient-Party,004d2a8d
PRT,6,3,No Deposit,315,0,Transient-Party,f7d92f66
PRT,6,3,No Deposit,315,0,Transient-Party,e0223e90
PRT,3,3,No Deposit,240,0,Transient,0dd82bc2
PRT,6,3,No Deposit,315,0,Transient-Party,5ccb4524
PRT,6,3,No Deposit,315,0,Transient-Party,7c5552db
PRT,6,3,No Deposit,315,0,Transient-Party,0812adcb
PRT,6,3,No Deposit,315,0,Transient-Party,fdca9a39
PRT,6,3,No Deposit,315,0,Transient-Party,eaa18954
PRT,6,3,No Deposit,315,0,Transient-Party,b0b6122b
PRT,6,3,No Deposit,315,0,Transient-Party,c54e51b3
NOR,3,3,No Deposit,240,0,Transient,afbd143d
PRT,4,3,No Deposit,314,0,Transient,f4effad8
DEU,3,3,No Deposit,240,0,Transient,03c39ce2
DEU,3,3,No Deposit,240,0,Transient,8b924a63
GBR,4,3,No Deposit,40,0,Transient-Party,cf4cda94
GBR,4,3,No Deposit,40,0,Transient-Party,e1cf2d82
PRT,6,3,No Deposit,315,0,Transient-Party,c0e0c94f
USA,3,3,No Deposit,240,0,Transient,07c1aba6
GBR,6,3,No Deposit,315,0,Transient-Party,b577522b
ARG,3,3,No Deposit,240,0,Transient-Party,ede39dee
PRT,1,1,No Deposit,0,0,Transient,001d7ac1
PRT,1,1,No Deposit,0,0,Transient,3789b4fa
PRT,3,3,No Deposit,240,0,Transient,d2644006
PRT,1,1,No Deposit,250,0,Transient,065ae48a
PRT,3,3,No Deposit,240,0,Transient,84d61a78
ESP,3,3,No Deposit,240,0,Transient,65475317
PRT,3,3,No Deposit,240,0,Transient,fcc195bb
IRL,4,3,No Deposit,314,0,Transient,568abd80
PRT,4,3,No Deposit,314,0,Transient,98bb4207
IRL,4,3,No Deposit,314,0,Transient,9aa95f54
PRT,4,3,No Deposit,314,0,Transient,baa49789
PRT,2,2,No Deposit,0,0,Transient,69c36b3d
PRT,3,3,No Deposit,147,0,Transient-Party,c6c51aaf
PRT,4,3,No Deposit,175,0,Transient,32ee06a3
PRT,3,3,No Deposit,147,0,Transient,c22cbbab
PRT,3,3,No Deposit,147,0,Transient-Party,fb72b270
PRT,3,3,No Deposit,240,0,Transient,2430b27f
PRT,3,3,No Deposit,240,0,Transient,40c10e12
PRT,3,3,No Deposit,240,0,Transient,b15ba7d7
PRT,4,3,No Deposit,147,0,Transient-Party,6d32ef5b
PRT,4,3,No Deposit,147,0,Transient-Party,a55ada8f
PRT,4,3,No Deposit,147,0,Transient,98ab116f
PRT,3,3,No Deposit,240,0,Transient,7483d535
PRT,3,3,No Deposit,240,0,Transient,73310cf9
PRT,3,3,No Deposit,240,0,Transient,6abf227a
GBR,3,3,No Deposit,241,0,Transient,718e335b
DEU,6,3,No Deposit,298,0,Transient-Party,ac8b9da5
DEU,6,3,No Deposit,298,0,Transient-Party,5ca4b7f8
DEU,6,3,No Deposit,298,0,Transient-Party,944ce301
DEU,6,3,No Deposit,298,0,Transient-Party,7f89f0ce
PRT,6,3,No Deposit,298,0,Transient-Party,685b544a
DEU,6,3,No Deposit,298,0,Transient-Party,5fbeb135
DEU,6,3,No Deposit,298,0,Transient-Party,f3dbe202
DEU,6,3,No Deposit,298,0,Transient-Party,2c0fca52
DEU,6,3,No Deposit,298,0,Transient-Party,fb26af47
PRT,6,3,No Deposit,298,0,Transient-Party,ba6991e9
DEU,6,3,No Deposit,298,0,Transient-Party,e37c0e51
DEU,6,3,No Deposit,298,0,Transient-Party,ea833fc0
DEU,6,3,No Deposit,298,0,Transient-Party,4479434f
PRT,6,3,No Deposit,298,0,Transient-Party,1b42c902
PRT,6,3,No Deposit,298,0,Transient-Party,22bd933a
DEU,6,3,No Deposit,298,0,Transient-Party,ba0b3359
DEU,6,3,No Deposit,298,0,Transient-Party,587be059
DEU,6,3,No Deposit,298,0,Transient-Party,74098afb
PRT,6,3,No Deposit,298,0,Transient-Party,80293a3e
PRT,6,3,No Deposit,298,0,Transient-Party,88e8563a
DEU,6,3,No Deposit,298,0,Transient-Party,9e24c982
DEU,6,3,No Deposit,298,0,Transient-Party,67f6372e
DEU,6,3,No Deposit,298,0,Transient-Party,20634248
PRT,6,3,No Deposit,298,0,Transient-Party,c2a18484
DEU,6,3,No Deposit,298,0,Transient-Party,5332a834
DEU,6,3,No Deposit,298,0,Transient-Party,d6b82863
NLD,6,3,No Deposit,298,0,Transient-Party,3b15da10
DEU,6,3,No Deposit,298,0,Transient-Party,bbc101b9
DEU,6,3,No Deposit,298,0,Transient-Party,7d79321f
PRT,6,3,No Deposit,298,0,Transient-Party,d0add7ff
DEU,6,3,No Deposit,298,0,Transient-Party,4e237eb1
DEU,6,3,No Deposit,298,0,Transient-Party,1f96703e
PRT,6,3,No Deposit,298,0,Transient-Party,b5233b14
PRT,6,3,No Deposit,298,0,Transient-Party,77c5221f
PRT,6,3,No Deposit,298,0,Transient-Party,83c87cd8
DEU,6,3,No Deposit,298,0,Transient-Party,687e6d52
DEU,6,3,No Deposit,298,0,Transient-Party,8a78a8bc
DEU,6,3,No Deposit,298,0,Transient-Party,da50e211
DEU,6,3,No Deposit,298,0,Transient-Party,2a384271
PRT,6,3,No Deposit,298,0,Transient-Party,3436aa05
PRT,6,1,No Deposit,0,0,Transient-Party,2041a3b7
PRT,6,1,Non Refund,0,0,Transient-Party,2f0c84bb
PRT,6,3,No Deposit,315,0,Transient-Party,7766d52c
PRT,6,3,No Deposit,315,0,Transient-Party,0738b828
PRT,6,3,No Deposit,315,0,Transient-Party,5364785a
PRT,6,3,No Deposit,315,0,Transient-Party,eff7d6ca
PRT,6,3,No Deposit,315,0,Transient-Party,0c36da7b
PRT,6,3,No Deposit,315,0,Transient-Party,84be8ae6
PRT,6,3,No Deposit,315,0,Transient-Party,e4389a6c
PRT,6,3,No Deposit,315,0,Transient-Party,d2f9c990
PRT,6,3,No Deposit,315,0,Transient-Party,e7256d8c
PRT,6,3,No Deposit,315,0,Transient-Party,4715eca7
PRT,6,3,No Deposit,315,0,Transient-Party,4db589aa
PRT,6,3,No Deposit,315,0,Transient-Party,ae074314
PRT,6,3,No Deposit,315,0,Transient-Party,fdb0da8b
PRT,6,3,No Deposit,315,0,Transient-Party,0be5c076
PRT,6,3,No Deposit,315,0,Transient-Party,7fd52806
PRT,6,3,No Deposit,315,0,Transient-Party,b17d40df
PRT,6,1,Non Refund,0,0,Transient-Party,7567150b
PRT,6,3,No Deposit,315,0,Transient-Party,0c8afc64
PRT,6,3,No Deposit,315,0,Transient-Party,bd83243f
PRT,6,3,No Deposit,315,0,Transient-Party,5cc20f4f
PRT,6,3,No Deposit,315,0,Transient-Party,4ae2f81c
PRT,6,3,No Deposit,315,0,Transient-Party,2f89ece6
PRT,6,3,No Deposit,315,0,Transient-Party,5fc006d4
PRT,6,3,No Deposit,315,0,Transient-Party,a692ded7
PRT,6,3,No Deposit,315,0,Transient-Party,54c8d285
PRT,6,3,No Deposit,315,0,Transient-Party,289f3570
PRT,6,3,No Deposit,315,0,Transient-Party,8dd02862
PRT,6,3,No Deposit,315,0,Transient-Party,a689dd79
PRT,3,3,No Deposit,242,0,Transient,82375729
PRT,3,3,No Deposit,241,0,Transient,e97f46c7
ESP,3,3,No Deposit,240,0,Transient,f934b851
GBR,4,3,No Deposit,314,0,Transient,27529c73
PRT,3,3,No Deposit,240,0,Transient,db4777b1
PRT,4,3,No Deposit,243,0,Contract,df306bf7
IRL,3,3,No Deposit,240,0,Transient,f2b91e68
IRL,4,3,No Deposit,171,0,Transient,70a7af62
CHE,3,3,No Deposit,240,0,Transient,b7f096f4
CHE,3,3,No Deposit,240,0,Transient,360982d3
CHE,3,3,No Deposit,240,0,Transient,78270744
PRT,1,2,No Deposit,0,0,Transient,63a7cc88
CHE,3,3,No Deposit,240,0,Transient,babf6f33
DEU,6,3,No Deposit,298,0,Transient-Party,f0bbce3c
DEU,6,3,No Deposit,298,0,Transient-Party,3aeadd3f
DEU,6,3,No Deposit,298,0,Transient-Party,b4bd4870
DEU,6,3,No Deposit,298,0,Transient-Party,20dd5b4d
DEU,6,3,No Deposit,298,0,Transient-Party,a53877db
DEU,6,3,No Deposit,298,0,Transient-Party,c3f8f69f
DEU,6,3,No Deposit,298,0,Transient-Party,59f1c53b
DEU,6,3,No Deposit,298,0,Transient-Party,63ee62c8
PRT,6,3,No Deposit,298,0,Transient-Party,d00c3e7f
DEU,6,3,No Deposit,298,0,Transient-Party,2fc18270
DEU,6,3,No Deposit,298,0,Transient-Party,db19907d
DEU,6,3,No Deposit,298,0,Transient-Party,8a4461c4
PRT,6,3,No Deposit,298,0,Transient-Party,356fce09
PRT,6,3,No Deposit,298,0,Transient-Party,e5c1ec3c
PRT,6,3,No Deposit,298,0,Transient-Party,a89a9351
DEU,6,3,No Deposit,298,0,Transient-Party,1edecbc1
DEU,6,3,No Deposit,298,0,Transient-Party,b1a7dbae
DEU,6,3,No Deposit,298,0,Transient-Party,f6f71cc9
PRT,6,3,No Deposit,298,0,Transient-Party,c6b273ca
PRT,6,3,No Deposit,298,0,Transient-Party,bf5a2efb
DEU,6,3,No Deposit,298,0,Transient-Party,1731edc7
DEU,6,3,No Deposit,298,0,Transient-Party,22e3ccf4
DEU,6,3,No Deposit,298,0,Transient-Party,72cdb4dd
DEU,6,3,No Deposit,298,0,Transient-Party,c72223e4
PRT,6,3,No Deposit,298,0,Transient-Party,28a42615
PRT,6,3,No Deposit,298,0,Transient-Party,57db7232
DEU,6,3,No Deposit,298,0,Transient-Party,1aa8b427
DEU,6,3,No Deposit,298,0,Transient-Party,ec4de42c
DEU,6,3,No Deposit,298,0,Transient-Party,e3268646
DEU,6,3,No Deposit,298,0,Transient-Party,dd89fd42
PRT,6,3,No Deposit,298,0,Transient-Party,5d40d687
DEU,6,3,No Deposit,298,0,Transient,f1c4c72c
DEU,6,3,No Deposit,298,0,Transient-Party,1efb411c
DEU,6,3,No Deposit,298,0,Transient-Party,3d2a44b2
DEU,6,3,No Deposit,298,0,Transient-Party,61a24ac2
PRT,6,3,No Deposit,298,0,Transient-Party,8546c8c8
PRT,6,3,No Deposit,298,0,Transient-Party,0f1ab7aa
DEU,6,3,No Deposit,298,0,Transient-Party,330d5b93
DEU,6,3,No Deposit,298,0,Transient-Party,c2315ace
DEU,6,3,No Deposit,298,0,Transient-Party,52e2d854
PRT,6,3,No Deposit,298,0,Transient-Party,1c1d7965
PRT,6,3,No Deposit,298,0,Transient-Party,11a674ed
GBR,4,3,No Deposit,115,0,Transient,8fc2e3ba
PRT,3,3,No Deposit,240,0,Transient,8873f216
ESP,3,3,No Deposit,240,0,Transient,13790ec8
PRT,3,3,No Deposit,240,0,Transient,4a96824e
GBR,4,3,No Deposit,115,0,Transient,4f0922ce
PRT,3,3,No Deposit,240,0,Transient,e4d73152
POL,4,3,No Deposit,315,0,Transient-Party,a9154661
IRL,3,3,No Deposit,240,0,Transient,fc0b0dd5
GBR,4,3,No Deposit,40,0,Contract,d42342c5
PRT,3,3,No Deposit,240,0,Transient,7cfc314d
PRT,3,3,No Deposit,240,0,Transient,73ed8d6b
GBR,4,3,No Deposit,40,0,Transient,f7d8d17a
IRL,4,3,No Deposit,40,0,Contract,78b42d42
PRT,2,2,No Deposit,0,0,Transient,781ced10
DEU,3,3,No Deposit,240,0,Transient-Party,cedeef9e
DEU,3,3,No Deposit,240,0,Transient-Party,2a9ee571
DEU,3,3,No Deposit,240,0,Transient-Party,5560f0d5
DEU,3,3,No Deposit,240,0,Transient,e57325b1
DEU,3,3,No Deposit,240,0,Transient-Party,34607f49
PRT,4,3,No Deposit,36,0,Transient,3d126d4b
PRT,6,3,Non Refund,0,0,Transient,1c4c7409
PRT,6,3,Non Refund,0,0,Transient,beba0e3d
PRT,6,3,Non Refund,0,0,Transient,83ec4ec6
PRT,6,3,Non Refund,0,0,Transient,36356997
PRT,6,3,Non Refund,0,0,Transient,e0e00466
PRT,6,3,Non Refund,0,0,Transient,7c5d7583
PRT,6,3,Non Refund,0,0,Transient,cc832714
PRT,6,3,Non Refund,0,0,Transient,e2b849ae
PRT,6,3,Non Refund,0,0,Transient,c25e1662
PRT,6,3,Non Refund,0,0,Transient,a3017681
ESP,3,3,No Deposit,240,0,Transient,5a9a9f9b
GBR,4,3,No Deposit,314,0,Transient,65862dcc
GBR,4,3,No Deposit,143,0,Contract,2aed5b62
GBR,4,3,No Deposit,143,0,Contract,c15fd0f4
PRT,3,3,No Deposit,240,0,Transient,e2b8f6fb
PRT,3,3,No Deposit,240,0,Transient,0b5a705d
PRT,3,3,No Deposit,240,0,Transient,776f9725
PRT,3,3,No Deposit,240,0,Transient,e3380771
IRL,4,3,No Deposit,143,0,Transient,3548ebdb
GBR,4,3,No Deposit,175,0,Transient,86894735
PRT,1,1,No Deposit,0,0,Transient,61f98559
PRT,6,2,Non Refund,0,0,Transient,7b21a2df
PRT,6,2,Non Refund,0,0,Transient,2827babb
ARG,3,3,No Deposit,240,0,Transient,7e17436a
NLD,3,3,No Deposit,240,0,Transient,de72f290
PRT,3,3,No Deposit,240,0,Transient,55cfe321
PRT,3,3,No Deposit,240,0,Transient,008e3af0
PRT,3,3,No Deposit,240,0,Transient,10a58a2e
PRT,6,2,Non Refund,0,0,Transient,c188338a
PRT,6,2,Non Refund,0,0,Transient,ef33d49b
PRT,6,2,Non Refund,0,0,Transient,369c164c
PRT,6,2,Non Refund,0,0,Transient,aa1eb4f2
PRT,6,2,Non Refund,0,0,Transient,be38b0d2
PRT,6,2,Non Refund,0,0,Transient,70df4beb
PRT,6,2,Non Refund,0,0,Transient,d9f6058e
PRT,6,2,Non Refund,0,0,Transient,02e34059
PRT,6,2,Non Refund,0,0,Transient,636b6677
PRT,6,2,Non Refund,0,0,Transient,cd7d76dd
PRT,6,2,Non Refund,0,0,Transient,608ca2f1
PRT,6,2,Non Refund,0,0,Transient,afa0e147
PRT,6,2,Non Refund,0,0,Transient,83bc6dc2
PRT,6,2,No Deposit,0,0,Transient,7069c7e0
PRT,1,1,No Deposit,250,0,Transient,a6ba145a
PRT,6,2,Non Refund,0,0,Transient,ae9635c7
PRT,6,2,Non Refund,0,0,Transient,e0ab527c
PRT,6,2,Non Refund,0,0,Transient,53e259ac
PRT,1,1,No Deposit,0,0,Transient,09b6cd4a
PRT,6,2,Non Refund,0,0,Transient,c6015c5f
PRT,6,2,Non Refund,0,0,Transient,b779e37d
PRT,3,3,No Deposit,240,0,Transient,f4251e50
DEU,3,3,No Deposit,240,0,Transient,0a7e9020
PRT,1,1,No Deposit,0,0,Transient,afa8ec9a
PRT,5,3,No Deposit,69,0,Transient,afd4efa4
PRT,3,3,No Deposit,240,0,Transient,868d5031
PRT,3,3,No Deposit,240,0,Transient,30ee9be5
GBR,4,3,No Deposit,40,0,Contract,c38aabbb
PRT,3,3,No Deposit,240,0,Transient,c62d05d3
PRT,3,3,No Deposit,240,0,Transient,428daa4b
GBR,4,3,No Deposit,40,0,Contract,24ced7f8
IRL,4,3,No Deposit,156,0,Transient,787d536d
PRT,3,3,No Deposit,240,0,Transient,e9e42911
PRT,3,3,No Deposit,240,0,Transient,221e9c4c
GBR,4,3,No Deposit,40,0,Contract,3ba71734
PRT,4,3,No Deposit,96,0,Transient-Party,acf2cd56
PRT,4,3,No Deposit,96,0,Transient-Party,a52a98a3
PRT,4,3,No Deposit,96,0,Transient-Party,a67f6d32
PRT,4,3,No Deposit,96,0,Transient-Party,92740b3b
ESP,3,3,No Deposit,240,0,Transient,7507c6b4
PRT,5,1,No Deposit,0,0,Transient,3b1e5dda
PRT,1,1,No Deposit,250,0,Transient,ac5ac1b2
ESP,3,3,No Deposit,240,0,Transient,d139fd79
CN,3,3,No Deposit,240,0,Transient,047d1a9c
IRL,3,3,No Deposit,240,0,Transient,0b2f0a01
GBR,4,3,No Deposit,40,0,Transient,21e038ba
PRT,3,3,No Deposit,240,0,Transient,221f4f02
PRT,3,3,No Deposit,240,0,Transient,c9802666
PRT,3,3,No Deposit,240,0,Transient,e39af515
PRT,3,3,No Deposit,240,0,Transient,d510ee23
PRT,5,2,No Deposit,0,0,Transient,8abd8fb5
PRT,1,1,No Deposit,0,0,Transient,7beb0045
PRT,5,2,No Deposit,0,0,Transient,e2472477
PRT,3,3,No Deposit,240,0,Transient,ccfa3c69
PRT,3,3,No Deposit,240,0,Transient,8.26E+07
PRT,1,1,No Deposit,0,0,Transient,d8834072
